id,predicted_price
2591820310,382313.25
7974200820,881834.8
7701450110,1098465.6
9522300010,1716176.4
9510861140,708663.9
1761300310,244907.02
7732410120,784002.94
7010701383,632228.06
291310170,437309.4
4232901990,595764.06
6840701125,653131.25
3971700580,400921.94
4202400078,245020.8
6064800090,330105.47
2626119028,238138.38
3303980660,1069757.1
862000020,747884.6
2386000070,933183.25
1138000450,367669.47
1775800420,462422.4
2291401425,421836.5
2025770560,854384.1
3525069037,683305.7
9324800450,565828.44
8080400136,496680.16
8651540040,506350.75
9407001790,264105.8
1773101530,198574.0
9432900250,314307.9
1794500695,626527.75
2220069003,351612.72
923000120,552102.5
5728000060,582605.7
16000200,241210.81
1926059094,427128.62
6672900220,962890.1
3629860060,798713.06
1822069109,403071.16
6675500105,368390.03
249000180,1923533.8
226059065,478427.62
396100110,267521.7
9264450460,330948.97
7853361210,376098.25
9474700020,286822.06
421000455,218834.97
3755200220,394040.5
7960100075,470445.53
9477100490,388423.8
9138100350,794589.94
1624049275,471530.75
2770606890,485264.34
1157200189,372859.1
2770601800,542038.7
9301300805,565483.2
2325069032,1129269.4
1021079099,372446.84
7215730040,756836.1
1853200080,438423.94
3224600340,718478.1
3222049120,435037.8
2113700025,303765.88
7893207925,204240.89
3586501085,595251.8
8024200010,361632.5
7116500705,177661.3
1598600209,300294.47
7204200025,976988.9
4206901505,578678.56
2937300440,927369.56
7205000180,306439.56
8718500665,371992.47
5318101765,1041622.2
4122700020,960440.56
8078700020,492184.2
3303980680,931039.1
8924100372,1174137.9
2781270210,208888.83
519000043,547549.56
3225069301,1313430.6
151000075,780485.5
2297400020,447772.16
6617500085,553637.4
104510180,237625.9
3528900060,1017585.2
3345100286,490404.22
1226039130,448969.88
8712100720,903060.4
3037200010,408199.1
3626039268,397399.25
104510230,248849.19
5112800060,407190.9
6072400280,646030.1
5317100570,1115549.0
9528102993,496910.44
2919201095,470409.2
6181400920,254804.44
185000161,243919.42
8691400010,741515.56
3345700165,558144.6
6151800486,228151.28
4340000080,1344347.0
4136960010,564891.9
3634100030,319602.4
1624059224,1174403.4
2788400090,245918.1
9828200762,408166.38
7524400250,566774.1
3528000290,731580.56
5700003630,1954673.0
2720069019,295980.16
7227501170,230952.08
2397101270,641443.56
6792100090,725790.44
2770602265,503949.72
3971700937,279974.03
422049203,205755.64
3076500830,338346.8
1423400260,281065.78
9161100795,443539.94
3126049052,473643.6
5100401468,398339.12
514500235,418758.53
1423200170,191774.12
1402100070,395402.47
624110020,728680.44
2407000145,206087.14
1890000225,849003.06
1320069271,320636.72
5490700085,351375.4
263000155,485284.7
3726800201,422476.22
5153200358,287180.9
2725079018,734735.4
7165700200,273282.44
9429000170,527763.75
8718500075,380781.72
1760650950,297107.44
1068000559,1142498.0
4113800500,579305.25
4077800507,519663.78
2725069150,727842.2
4008400035,639119.56
7016310270,419338.4
1432701230,224111.06
3278606050,365362.53
2473350710,360164.94
2185000685,174776.17
7792000025,332039.34
6868200029,472193.12
624069003,758358.44
7431500280,922217.2
3296000040,550697.94
1118001215,1625286.2
6453900040,716617.44
333100209,619160.0
34001765,656396.44
8946700100,379698.53
5561401210,579257.75
6671900095,379503.4
3275850020,699497.2
3876300600,404940.97
1450900020,268144.44
8562780280,325423.7
7663700973,334914.94
2126049032,395825.4
1823059159,205094.44
3438503426,278672.47
9297301495,495598.53
7140700850,367378.56
7942601805,721816.56
2555900030,357835.44
2887970040,257704.52
7419700010,617185.6
2239000011,376537.16
9283800050,369395.5
9407001340,285009.1
217500140,511048.28
7212660520,249304.08
3298201170,368462.4
3057000400,299962.16
6865200444,466895.8
6071600340,523084.16
6821600005,709273.06
1235100371,697724.94
7796450340,341693.56
3603000410,146842.03
9297300255,545367.0
9126100850,563848.3
2770601462,508907.84
2599001500,214709.16
1102000095,639519.56
1853080640,933065.75
9551201585,1108051.6
3438500796,300549.16
7518504291,502976.97
9269200340,419993.97
715010130,1490148.4
1982201485,599345.75
9526500080,371578.7
9277200180,446600.66
6669150280,289995.0
8917100153,593120.6
3760500516,908934.0
2725069050,971661.8
3332000091,318433.53
8562770080,592972.44
8151601190,272654.8
8563040160,610716.4
240000269,602187.5
4307350200,325341.16
1311910300,268327.34
3574900030,511841.38
7853230570,441454.4
320069049,371762.66
9839301060,626313.9
7011201333,597059.2
2781320100,275941.12
3421069120,415183.25
7852030320,462517.66
5316101075,2309938.5
5309100750,544087.0
629000730,697569.25
511700170,288302.97
1562100030,536570.44
2489200230,501632.3
524069116,512907.1
5315100737,972083.56
1868900675,830607.9
1608000120,335789.0
705700240,350407.28
7575600610,274112.22
1778500015,717097.4
5423500240,197885.69
6713700025,341139.72
2734100734,343542.62
301402280,207703.5
2113700205,292195.62
4114601570,3489753.5
3332000615,342217.3
3630050180,369613.28
6852700520,553785.25
6870310010,634053.4
6163900981,311715.66
393000142,389695.38
1771100130,352652.75
1442860160,390473.25
9191200435,587763.94
6788200800,1019282.94
1115300070,660398.6
3176600105,751894.5
2770604665,546992.2
5469500580,410630.8
5680000545,434366.62
3424089119,528722.44
1328300180,332757.34
1773100922,340818.44
4123830480,332858.6
9808610190,1024232.06
4250200140,277421.4
4217402115,4109069.0
3831250350,363095.7
2397101055,847172.75
6817850110,800265.44
7526800200,631407.4
7853370100,635548.06
2523089025,927764.94
9476200680,266629.22
5714200140,401710.38
3575304895,524810.0
263000018,439584.9
8080400177,464900.8
6450304130,329526.4
514500090,560583.56
9477000300,436935.9
853600310,1279510.4
1951600240,199939.9
1099900120,340365.0
5323100120,553609.4
1223089016,396209.5
522059172,240000.88
1930300190,725553.75
9542840410,295164.12
8665050530,504242.5
5592900205,397556.56
5450300010,646631.75
2459960030,329293.62
3331500455,520237.5
3432500705,404812.0
3702900165,313927.78
5249803550,508654.56
626049058,428448.4
1788900380,160593.69
8075400360,215195.2
9113200250,699501.8
2738640040,709775.8
7821200307,503444.84
3530440140,232093.61
3582700130,436277.6
9276200569,759129.06
7197800020,600243.75
686200490,547706.75
3501600100,382023.5
6383000690,581659.7
7604400150,372700.53
5249801411,636598.1
2607720420,466734.62
9561100010,379425.97
1796370590,251480.9
4077800593,388721.4
854000165,229113.7
5536100010,775444.1
4188000670,845052.1
31000165,1554442.2
662350050,904632.6
4137000280,269655.38
6169901130,1072286.1
1953400510,254437.53
7518506716,1045071.9
1552520010,387908.16
7955080270,330695.3
9212900100,530478.56
3438500798,313969.1
7899800890,222904.81
4319200605,483935.66
1329300480,357629.03
8935100100,826273.56
5016001260,436494.4
4337600280,343279.97
1446401220,191328.2
7135521530,599733.94
6888900115,269877.94
2413301070,291811.3
345700040,285550.5
5566100145,462590.88
7634800070,389764.5
9346910500,632174.4
3529300060,312981.03
8128600060,1038872.2
8572900275,190430.58
4139420590,1370886.8
9274200322,585527.2
1472700200,597406.6
8820903380,488206.8
8563010130,863726.06
8965450110,836375.5
9274204230,461468.6
8165501700,329377.78
2193340260,527246.06
1860600290,901346.44
1222000055,254034.31
2492200280,447749.1
2488200455,384832.16
809001520,1310972.9
1796361140,241211.27
6398000011,778527.4
6813600365,576324.1
7504100920,776304.7
8835770330,712447.8
524059322,920617.0
4307330280,401715.34
1245002952,1122738.2
2021069059,235344.89
5700000595,590640.94
3629970930,734614.1
3336002215,256973.66
5100401060,657836.5
3278600750,274331.1
1126069045,1099761.1
7568700175,330461.72
452001475,487429.9
9283800230,549975.75
1737300130,556987.0
6189600040,528015.44
3679400025,481746.56
1096100010,334776.34
9513900050,251154.22
5452800645,851011.0
273800100,231859.33
7228500037,457007.97
808300090,446914.66
2493200215,581096.4
5035300255,706675.6
3380900160,384089.34
3630000130,410616.3
7300400670,288290.06
6798100070,353668.88
8078400010,553784.2
5566100060,510195.12
2768200212,513072.44
4035900060,582549.56
9460000110,310974.25
7199320190,528348.44
2225039081,493510.56
9512200050,585842.25
2634500085,300883.84
3654800200,293504.9
2724079090,1280429.5
2597520720,749831.44
3034200426,362590.12
984000130,303494.25
7852020670,441638.84
7923500060,689857.3
2310030510,293877.12
2205500540,471052.06
2493200015,460457.06
7853361420,579320.2
5652600605,547670.75
5285200020,331532.44
9406530150,362428.34
5706300020,456337.28
3278602490,391390.03
7197000100,529330.4
4447300008,543614.5
7899800045,252539.1
9250900095,337524.97
9268851740,595432.4
8682261440,493500.22
7284900385,904272.06
8079040300,438398.44
2225300585,412580.16
3223039013,443612.25
2013801350,264380.5
4055701110,802033.44
3578401770,400566.9
4046500720,518981.3
6145601745,337907.94
5207200195,716184.3
1972201856,492994.06
7212680080,258952.83
7277100510,622624.56
522079022,605181.8
5605000440,898499.7
6632300230,339743.62
8815400165,634767.9
6708200320,489199.06
2426059076,567144.5
3260200200,544379.75
2770601741,468933.78
4338800500,259960.64
9201000320,778195.56
7655900038,308543.3
3625059140,557118.75
4222310010,197302.27
2114700115,292795.34
3291800710,342197.72
9406590010,385167.03
3025059124,2101244.0
7972601250,427608.75
930000470,986134.44
6690500060,462078.97
16000015,189264.05
5693501102,556049.2
8079040490,453725.75
7225000155,330067.06
8819900170,796115.3
7972601270,315108.06
1224069074,800563.94
5126900321,313308.34
3438501860,269226.28
2822069080,416622.62
1656600310,572900.8
3856900507,1167404.1
1626069139,465042.28
2524049257,1240734.2
3904960150,538689.0
7214820610,454244.0
7977201845,576812.94
2428100080,852011.44
2202500135,439201.9
1523550220,664075.56
2313900610,463173.6
4123840050,377111.06
2125059124,1023990.8
1225039067,473251.7
6431500283,461661.4
2473380010,300275.28
5694501195,409157.1
2881700046,372073.0
6837820330,325084.34
2337300370,194943.56
3876540630,222542.88
626059317,356024.53
3374500520,338085.84
7228501903,332844.3
4019300051,459819.9
4232902615,637318.56
3546000090,257736.95
8127700215,789619.4
3438501100,326836.97
1769600066,620673.44
8146100610,683069.8
3052700695,561292.9
7954310210,600363.44
3761700053,2135044.2
1320069179,337856.38
1331900410,787446.06
7303100210,355157.75
2464400285,483603.94
6163901150,346417.72
8955800045,338463.94
2314300200,408305.0
9528104360,420036.84
4177100005,579103.06
8856960260,329206.3
1828001220,605049.06
3066400710,671823.4
624110610,807226.1
4040800260,395479.38
5019500215,536206.25
2481630180,958606.75
7203170190,708359.1
510001280,913462.3
9430110120,745668.3
1565950030,324318.25
9828202255,781836.9
3878900270,404338.56
8091600080,219397.1
1112000035,297038.6
2228900270,289551.75
6648701740,289836.03
1245003740,681602.44
2174503441,640915.25
7708250010,314918.8
6072300110,580735.7
2329800140,264481.38
1494300040,519769.34
3832050130,269882.3
7203100730,892786.25
7199330170,461175.16
7785000220,711784.3
1250201175,369662.62
4054500180,1021786.2
7905200061,436075.44
3751604895,181015.81
5220300140,304126.47
3323059027,335729.12
8651611980,864642.5
8673400190,530351.06
1668500100,838153.7
1023059365,541721.9
3308030060,332905.25
4232400860,973228.2
2144800615,235101.5
1568100920,1316072.5
9406510040,484472.22
2923049421,308827.7
1051000040,1646497.2
2077700042,682714.9
9423800030,278442.7
9818700455,711741.5
7133300675,338378.75
4113800550,584637.75
5553300375,1587321.6
2025701530,275594.5
7942601155,476787.0
7524300020,286025.0
2520069100,300164.47
5412300410,213270.62
7504110760,723670.7
2594200350,454432.47
2722059013,232974.89
8078430480,540561.75
1423069162,555231.06
8856001090,163116.62
7000100631,760224.5
4222200280,229509.75
7971300050,615863.3
2009001600,233424.58
6619910140,663936.9
2877100985,507979.75
1196000007,328897.53
1330850130,730827.44
6664900410,279052.25
1231001110,330719.28
9235900030,297545.5
9407101840,324788.4
9523103001,427773.94
2149800278,351187.78
7234601198,596972.6
9476700035,434852.4
9297301065,579116.4
518500700,701052.56
7843500090,317384.8
6056110780,299838.3
2345700260,345240.97
3509600070,236032.7
1431700280,325754.7
1623049174,264605.5
3024089049,360435.34
7853340450,395899.4
7732410360,777645.9
1446800995,288785.9
2946000285,233630.6
425079100,518080.78
3876313040,464535.62
1762600260,960143.8
1925069121,789671.3
7443000480,867246.3
7820000015,359563.3
4027701253,485102.38
2826049165,385311.03
5426300060,993978.75
1278000210,141415.62
923000270,396344.03
7657600005,262918.9
3024079057,374354.47
3276180020,312047.28
7304300760,285942.1
3908100020,559181.4
8835400805,614367.44
4051150070,213119.14
3904930530,458565.25
6163900971,372238.75
7942600310,465830.16
4365700330,294213.94
423059207,294421.34
3992700265,350895.84
7177300090,478983.22
2540820010,694415.75
5700002510,940463.7
5201000030,580699.7
7631800015,1897571.8
2922702965,689588.3
1525059198,913673.1
1245003160,704760.9
3810000455,305282.12
7855600080,620004.94
5701500030,1228165.9
7504020400,613994.3
1402600570,314278.53
7575610760,266562.1
8731990370,381849.75
5021900090,881197.56
290000075,417998.84
2841500010,434725.53
3955900830,464586.6
7852110140,549062.3
1311400350,249928.25
7773800015,518702.72
4123400320,512589.72
2725069157,859240.25
666000143,791138.2
5101408678,462311.28
6371000026,361243.0
2024059084,769357.5
7283900036,322514.22
8881900230,752114.6
3959400135,366330.38
7696610270,223561.6
1689400150,906808.44
5103900015,403429.94
1441000350,420072.5
5101408735,305581.88
3126059027,1809707.1
2320069014,498301.8
9541600015,621918.3
8682320420,737878.4
1562200090,611641.4
3395070980,519711.84
7349600230,240034.28
522049122,241328.39
869700060,287405.03
811000055,1320948.8
1221059176,452015.9
1523059103,493224.5
2025760210,672340.6
9218400088,343685.5
8682292020,461745.5
2623089135,468761.2
3758900259,1256563.4
524069049,600153.94
3121500150,801979.9
5581400080,805653.3
8087800020,454788.88
4070700290,753341.44
3296000170,624976.8
9238500040,533677.9
2744600040,353430.5
6813600380,661754.1
6140100150,456971.38
2201500555,457167.53
2600110250,610833.5
4337000275,178328.23
1186000150,537244.8
1972201963,511005.88
1105000745,345821.9
2887700560,617786.9
4039700080,653440.3
522049104,287736.88
4202400078,245020.8
7520000695,221346.77
7714000310,396153.56
4319200060,665170.2
8624700015,509978.16
5104520610,310885.56
2354300845,303497.44
3824100291,467525.38
6151800612,277463.47
5454200080,1030399.44
6413600290,334983.62
2131200065,294298.94
1459920010,280403.44
50300090,382563.8
2326300090,684041.8
7714000070,389097.47
3630180500,1006124.25
1727850340,1114712.0
8691430330,975995.2
2310030390,276101.97
5561400610,500594.3
7010701016,509878.47
7883605915,254990.4
1282300995,376956.1
4040700310,483473.88
3353400435,225476.88
2143701015,409150.84
255450020,381283.2
1020069017,429437.53
4038200120,503526.0
9284801100,272269.72
1965200075,593095.1
847100047,565351.06
4038700720,523784.5
